7.387355972162579221e+00,4.097411290434337161e+01,7.988695645849278826e+00,-2.892758326734651053e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.390103693136904184e+00,4.087667604462855309e+01,7.969903346553926404e+00,-2.376091660067984002e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.400976080460145212e+00,4.078780022102539249e+01,7.954599163905034409e+00,-1.859424993401316950e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.414747395294203791e+00,4.071893091656750130e+01,7.941388773508999854e+00,-1.342758326734651009e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.429562126814651890e+00,4.067094457205877234e+01,7.929698357345196236e+00,-8.260916600679838462e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.445623423046492384e+00,4.063910487815704187e+01,7.919650044329694438e+00,-3.094249934013172942e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.448289981888846611e+00,4.067696651363493743e+01,7.904088989833960355e+00,-3.760916600679838906e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.436673100889710675e+00,4.074826329915124745e+01,7.887875996771541942e+00,-4.427583267346507090e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.417613962174907094e+00,4.083126382254332754e+01,7.870348614928222908e+00,-5.094249934013173053e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.396817400616306770e+00,4.091028903479656975e+01,7.851862751349947267e+00,-5.760916600679839572e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.376435313116399328e+00,4.098016257305773991e+01,7.833118716389258829e+00,-6.427583267346506091e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.356409627392475059e+00,4.104173464672256699e+01,7.814204120756530259e+00,-7.094249934013172609e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.335533790111044894e+00,4.109872790826194233e+01,7.795481647087443733e+00,-8.094249934013173498e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.313569591192885966e+00,4.115140032835009976e+01,7.776649188083305297e+00,-9.094249934013173275e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.290951560776099960e+00,4.119872063007508700e+01,7.757762408280401090e+00,-1.009424993401317083e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.268102410267085034e+00,4.123977911332760726e+01,7.738782759566126046e+00,-1.109424993401316950e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.245215203518205804e+00,4.127433072767205857e+01,7.719817951775996612e+00,-1.209424993401317039e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.222308266177864589e+00,4.130260979433955981e+01,7.700840014701526570e+00,-1.309424993401316906e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.200930482518508313e+00,4.132637551883846783e+01,7.682235804609599761e+00,-1.342758326734651009e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.181150383722679997e+00,4.135363900466801823e+01,7.663862291066900312e+00,-1.376091660067984002e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.162234334993986984e+00,4.138800646803237271e+01,7.645795129368741172e+00,-1.409424993401316994e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.143591024078907559e+00,4.143086876742894731e+01,7.627998340983119796e+00,-1.442758326734651098e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.125010642246595083e+00,4.148210434606132679e+01,7.610399950322070950e+00,-1.476091660067984090e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.106513589577640566e+00,4.154101315834652297e+01,7.592999681814969648e+00,-1.509424993401317083e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.085533292360474356e+00,4.160345590733854237e+01,7.574572769086527657e+00,-1.642758326734651053e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.061998931986842365e+00,4.166507188371443249e+01,7.555976579058964582e+00,-1.776091660067983913e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.037168221950524938e+00,4.172046412103630786e+01,7.537119248013151029e+00,-1.909424993401316994e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.012037638172977871e+00,4.176694604127523291e+01,7.518036066966642395e+00,-2.042758326734650964e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.986961177555743419e+00,4.180413742728610771e+01,7.498873071363452603e+00,-2.176091660067983824e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.961909107026084342e+00,4.183268301640426046e+01,7.479619649460915731e+00,-2.309424993401317128e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.936428129259133435e+00,4.185259816948310885e+01,7.460220971318819672e+00,-2.459424993401317039e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.910486605944980987e+00,4.186352758757926296e+01,7.440698152511400210e+00,-2.609424993401316950e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.884293969028082216e+00,4.186494344875943341e+01,7.421067012112142258e+00,-2.759424993401316861e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.858018587931060672e+00,4.185674820022065745e+01,7.401301602360995879e+00,-2.909424993401317217e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.831726744790001860e+00,4.183920477332164722e+01,7.381448263388601383e+00,-3.059424993401318016e+00,0.000000000000000000e+00,0.000000000000000000e+00
