,loss,epsilon,tair,action,pmv,qheat,reward,occ
2501,63111200768.0,0.8764500000000136,19.58755398723432,19.78787878787879,-1.3004572698463295,500680.3109204489,[0.53610018],0.8129147040000001
2502,94153441280.0,0.8764000000000136,17.22333331451648,16.555555555555557,-1.2653471684492996,36237.19196822543,[0.56490235],1.35485784
2503,75187748864.0,0.8763500000000136,17.11782892366546,17.161616161616163,-1.508025167599873,278862.0904864791,[0.94383055],1.35485784
2504,113964507136.0,0.8763000000000136,18.69636942835907,19.838383838383837,-1.5575121716651141,481303.5105709367,[0.57350157],1.35485784
2505,76712312832.0,0.8762500000000136,17.04317023056023,16.757575757575758,-1.3766545238583918,65488.17289370066,[0.5654862],1.35485784
2506,119972872192.0,0.8762000000000136,18.8904208125475,19.686868686868685,-1.5121212155700885,413672.0999310703,[0.90171726],1.35485784
2507,49182162944.0,0.8761500000000136,17.35045918498918,17.161616161616163,-1.341529012993062,103414.2578091606,[0.69761553],1.35485784
2508,98299527168.0,0.8761000000000136,19.0317630287087,19.585858585858585,-1.4616450119915958,399417.7941145344,[0.92269773],1.35485784
2509,103019102208.0,0.8760500000000137,17.69723828974178,17.565656565656564,-1.304327061605268,111163.9151160758,[0.76583677],1.35485784
2510,113460436992.0,0.8760000000000137,19.34667399383619,20.141414141414142,-1.4079977298831674,470613.8580484741,[0.9856951],1.35485784
2511,113746345984.0,0.8759500000000137,19.89125681985309,20.545454545454547,-1.2464683407124693,481486.4527584438,[0.75523203],1.35485784
2512,111742664704.0,0.8759000000000137,18.10622263273193,17.767676767676768,-1.1387056126150197,76419.9672987572,[0.88764447],1.35485784
2513,82849431552.0,0.8758500000000137,19.79967445724762,20.545454545454547,-1.317130192908921,457878.8975737563,[1.15223763],1.35485784
2514,122291412992.0,0.8758000000000137,17.60246065798192,16.757575757575758,-1.1574470471739762,20761.58030496474,[0.89176193],1.083886272
2515,72573370368.0,0.8757500000000137,19.78399831644793,20.545454545454547,-1.3498250499639899,349420.2704863207,[1.13682059],1.083886272
2516,108647735296.0,0.8757000000000137,17.93813407622304,16.555555555555557,-1.1524279099233785,0.0,[0.93995328],1.083886272
2517,110004060160.0,0.8756500000000137,18.9134848919031,18.929292929292927,-1.2950843066879896,162427.6693729429,[1.22210531],1.083886272
2518,144208166912.0,0.8756000000000137,20.03824349833378,20.545454545454547,-1.2313790422008053,448385.7428253271,[1.08811998],1.083886272
2519,84191027200.0,0.8755500000000137,17.96918378420215,17.21212121212121,-1.078858853113816,12279.62256682841,[0.89598693],1.083886272
2520,92261711872.0,0.8755000000000137,17.25985045219394,16.95959595959596,-1.2778992529209319,20083.16903501825,[1.22538242],0.6096860280000002
2521,87037894656.0,0.8754500000000137,19.18636322182796,20.545454545454547,-1.4046727127176113,471292.8180060827,[1.03301575],0.6096860280000002
2522,50630418432.0,0.8754000000000137,19.03153975189272,19.03030303030303,-1.20195991609743,263174.9974819846,[0.59259485],0.6096860280000002
2523,116814372864.0,0.8753500000000137,20.15508934673426,20.545454545454547,-1.1662051087199474,441331.3469183476,[0.87454133],0.6096860280000002
2524,30098862080.0,0.8753000000000137,20.54970618157107,20.696969696969695,-1.0551769611442798,449296.8025249505,[0.71953821],0.6096860280000002
2525,42181050368.0,0.8752500000000137,19.84088634000609,19.838383838383837,-0.9821431814630505,263984.9112514185,[0.75410906],0.6096860280000002
2526,133863686144.0,0.8752000000000137,18.09600408245615,16.404040404040405,-1.0477900834998204,0.0,[0.94572493],0.8806575960000002
2527,75052859392.0,0.8751500000000138,17.70869528794331,17.717171717171716,-1.2452035933266354,97622.23757186512,[1.22438839],0.8806575960000002
2528,90171949056.0,0.8751000000000138,19.64592207027671,20.494949494949495,-1.3255991927173834,422108.7288989822,[1.0315596],0.8806575960000002
2529,90397114368.0,0.8750500000000138,20.41723886563647,20.747474747474747,-1.1116181215264296,448808.0230584505,[0.81439554],0.8806575960000002
2530,43187445760.0,0.8750000000000138,20.56444401353625,20.545454545454547,-0.9810957208395694,346211.1660862196,[0.89596697],0.8806575960000002
2531,90303791104.0,0.8749500000000138,20.40805426045714,20.393939393939394,-0.9494134676000942,299809.961006855,[1.05211425],0.8806575960000002
2532,125681254400.0,0.8749000000000138,18.5518459935741,17.91919191919192,-0.9587423796030465,10898.89500779214,[1.10190018],1.35485784
2533,183555620864.0,0.8748500000000138,19.17199882239373,19.18181818181818,-1.1573521491114516,128590.7702058797,[1.45061551],1.35485784
2534,284672819200.0,0.8748000000000138,19.37535163266008,19.383838383838384,-1.121052467255311,96581.38340110544,[1.35268157],1.35485784
2535,106511155200.0,0.8747500000000138,17.85033925135161,16.95959595959596,-1.0837841467236684,0.0,[1.44318658],1.35485784
2536,144178184192.0,0.8747000000000138,19.90543550320755,20.545454545454547,-1.2466039483486158,322931.4106710119,[1.34331563],1.35485784
2537,173390331904.0,0.8746500000000138,19.76887662340823,19.737373737373737,-1.0484007447172108,0.0,[1.20818853],1.35485784
2538,124963921920.0,0.8746000000000138,19.23832941884373,19.232323232323232,-1.021023429507928,154917.7000757187,[1.64894516],1.083886272
2539,100546035712.0,0.8745500000000138,18.4915785376127,18.373737373737374,-1.0868876640078862,67580.2182545365,[1.25411966],1.083886272
2540,95178817536.0,0.8745000000000138,20.31428222516487,21.0,-1.1766675823251345,401029.2648308147,[1.2659803],1.083886272
2541,152914526208.0,0.8744500000000138,20.56825676459112,20.545454545454547,-0.9873044850857253,173493.5250552607,[1.05441705],1.083886272
2542,72697356288.0,0.8744000000000138,18.64522569094467,17.515151515151516,-0.9199070960032157,0.0,[1.41188783],1.083886272
2543,129449811968.0,0.8743500000000138,17.84566373214138,16.0,-1.1329572197617808,0.0,[1.39783263],1.083886272
2544,111682691072.0,0.8743000000000138,18.043048269093,18.07070707070707,-1.2612382376179276,84791.38986963264,[1.2587906],0.8129147040000001
2545,197138513920.0,0.8742500000000138,19.89700884204882,20.545454545454547,-1.254481560274566,381537.7058538554,[1.09359631],0.8129147040000001
2546,43138236416.0,0.8742000000000139,18.18312669063279,17.313131313131315,-1.050252685698879,0.0,[0.88868407],0.8129147040000001
2547,107558395904.0,0.8741500000000139,20.24502867697679,20.7979797979798,-1.1962144720005756,322814.1009211245,[1.24695172],0.8129147040000001
