,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loss,epsilon,tair,action,pmv,qheat,reward,occ
127,127,127,127,41671224.0,0.0,7.334270874375827,17.515151515151516,-3.578664189865356,0.0,1.0,0.0
128,128,128,128,47119652.0,0.0,7.302304447651274,17.515151515151516,-3.5864566613422024,0.0,1.0,0.0
129,129,129,129,335518.59375,0.0,7.270877557145211,17.515151515151516,-3.594148787165624,0.0,1.0,0.0
130,130,130,130,1518605.5,0.0,7.23993367693073,17.515151515151516,-3.6016908232303875,0.0,1.0,0.0
131,131,131,131,48156308.0,0.0,7.20936255427818,17.515151515151516,-3.60914475719368,0.0,1.0,0.0
132,132,132,132,1726527.375,0.0,7.179585192820318,17.515151515151516,-3.616504773191356,0.0,1.0,0.0
133,133,133,133,19477856.0,0.0,7.15042584375963,17.515151515151516,-3.623698667787322,0.0,1.0,0.0
134,134,134,134,9683615.0,0.0,7.12203553287333,17.515151515151516,-3.6307960911333934,0.0,1.0,0.0
135,135,135,135,8815316.0,0.0,7.094113129920979,17.515151515151516,-3.637655744525542,0.0,1.0,0.0
136,136,136,136,49152444.0,0.0,7.066500777863514,17.515151515151516,-3.644436706875912,0.0,1.0,0.0
137,137,137,137,38750.75,0.0,7.039184711125872,17.515151515151516,-3.651128835960354,0.0,1.0,0.0
138,138,138,138,19762.875,0.0,7.012899828146512,17.515151515151516,-3.6577351179599735,0.0,1.0,0.0
139,139,139,139,56895.171875,0.0,6.987449971257409,17.515151515151516,-3.664139159966421,0.0,1.0,0.0
140,140,140,140,56549604.0,0.0,6.962501181755432,18.97979797979798,-3.6703526478738735,0.0,1.0,0.0
141,141,141,141,3654682.5,0.0,6.937880439721221,18.97979797979798,-3.676464207951328,0.0,1.0,0.0
142,142,142,142,726918.875,0.0,6.913550453035158,18.97979797979798,-3.682495461028181,0.0,1.0,0.0
143,143,143,143,39274212.0,0.0,6.889524332187432,18.97979797979798,-3.688458968894789,0.0,1.0,0.0
144,144,144,144,898961.5,0.0,6.863881053750762,18.97979797979798,-3.69435161157477,0.0,1.0,0.0
145,145,145,145,40705268.0,0.0,6.836743239538085,18.97979797979798,-3.700517195039674,0.0,1.0,0.0
146,146,146,146,12475000.0,0.0,6.809024818340466,18.97979797979798,-3.706912832093791,0.0,1.0,0.0
147,147,147,147,26544974.0,0.0,6.781422375894608,18.97979797979798,-3.713396282292755,0.0,1.0,0.0
148,148,148,148,52249.984375,0.0,6.753927894856568,18.97979797979798,-3.7198740720183983,0.0,1.0,0.0
149,149,149,149,373394.75,0.0,6.726521479426345,17.86868686868687,-3.726307555898589,0.0,1.0,0.0
