Date/Time,Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),Electricity:Facility [J](Daily),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),Electricity:Facility [J](Monthly),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),Electricity:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),Electricity:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/26  16:30:00,,,,,,,,,,,,,,,,,209170.8762321809,0.0,936209.1992872174,0.0 
 01/26  16:40:00,,,,,,,,,,,,,,,,,219751.2485511988,0.0,981993.3765051533,0.0 
 01/26  16:50:00,,,,,,,,,,,,,,,,,230109.76729534687,0.0,889984.1200732498,0.0 
 01/26  17:00:00,1264220.4452599914,0.0,5623635.724178574,0.0,,,,,,,,,,,,,240260.28054062109,0.0,931235.6188726695,0.0 
 01/26  17:10:00,,,,,,,,,,,,,,,,,150880.46037500839,0.0,505419.25446724417,0.0 
 01/26  17:20:00,,,,,,,,,,,,,,,,,154123.84752161988,0.0,540289.306210913,0.0 
 01/26  17:30:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,516264.2429202729,0.0 
 01/26  17:40:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,542652.4178034335,0.0 
 01/26  17:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,545774.7739765267,0.0 
 01/26  18:00:00,929913.7590966283,0.0,3176404.6752640779,0.0,,,,,,,,,,,,,156227.36280000004,0.0,526004.6798856874,0.0 
 01/26  18:10:00,,,,,,,,,,,,,,,,,99673.56,0.0,149674.3745272994,0.0 
 01/26  18:20:00,,,,,,,,,,,,,,,,,99673.56,0.0,149624.46061749856,0.0 
 01/26  18:30:00,,,,,,,,,,,,,,,,,99673.56,0.0,149487.59026959123,0.0 
 01/26  18:40:00,,,,,,,,,,,,,,,,,99673.56,0.0,149388.01932595866,0.0 
 01/26  18:50:00,,,,,,,,,,,,,,,,,99673.56,0.0,149351.89447439739,0.0 
 01/26  19:00:00,598041.36,0.0,896919.3935449028,0.0,,,,,,,,,,,,,99673.56,0.0,149393.05433015753,0.0 
 01/26  19:10:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/26  19:20:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/26  19:30:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/26  19:40:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/26  19:50:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/26  20:00:00,107755.2,0.0,0.0,0.0,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/26  20:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  20:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  20:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  20:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  20:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  21:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  21:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  21:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  21:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  21:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  21:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  22:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  22:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  22:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  22:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  22:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  22:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  23:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  23:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  23:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  23:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  23:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  23:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/26  24:00:00,5812.315488,0.0,0.0,0.0,12934119.040851763,0.0,70404597.55351204,0.0,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  00:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  00:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  00:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  00:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  00:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  01:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  01:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  01:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  01:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  01:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  01:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  02:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  02:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  02:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  02:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  02:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  02:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  03:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  03:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  03:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  03:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  03:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  03:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  04:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  04:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  04:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  04:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  04:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  04:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  05:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  05:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,685972.7893304505,0.0 
 01/27  05:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,692518.1517491392,0.0 
 01/27  05:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,612045.7791823626,0.0 
 01/27  05:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,535836.7113216309,0.0 
 01/27  05:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,510161.15887949147,0.0 
 01/27  06:00:00,5812.315488,0.0,3527654.476075452,0.0,,,,,,,,,,,,,968.719248,0.0,491119.8856123772,0.0 
 01/27  06:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,474198.18452590118,0.0 
 01/27  06:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,460531.7860764867,0.0 
 01/27  06:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,448196.88418503975,0.0 
 01/27  06:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,437104.88357339499,0.0 
 01/27  06:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,427025.5544158769,0.0 
 01/27  07:00:00,5812.315488,0.0,2664959.324385984,0.0,,,,,,,,,,,,,968.719248,0.0,417902.0316092847,0.0 
 01/27  07:10:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,358667.57464932798,0.0 
 01/27  07:20:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,346971.6467656461,0.0 
 01/27  07:30:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,337733.842582375,0.0 
 01/27  07:40:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,329543.5280200507,0.0 
 01/27  07:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,322105.6059785088,0.0 
 01/27  08:00:00,937364.1768000001,0.0,2010368.5771023976,0.0,,,,,,,,,,,,,156227.36280000004,0.0,315346.3791064891,0.0 
 01/27  08:10:00,,,,,,,,,,,,,,,,,269334.96839999998,0.0,727151.8591303016,0.0 
 01/27  08:20:00,,,,,,,,,,,,,,,,,264910.2211793788,0.0,720466.0814012376,0.0 
 01/27  08:30:00,,,,,,,,,,,,,,,,,261454.3859119645,0.0,714381.2648170046,0.0 
 01/27  08:40:00,,,,,,,,,,,,,,,,,249278.86832183365,0.0,708710.8997758554,0.0 
 01/27  08:50:00,,,,,,,,,,,,,,,,,232093.510862078,0.0,703355.3413920386,0.0 
 01/27  09:00:00,1486939.625609457,0.0,4272343.590688301,0.0,,,,,,,,,,,,,209867.67093420219,0.0,698278.144171864,0.0 
 01/27  09:10:00,,,,,,,,,,,,,,,,,257444.19955695218,0.0,695518.3330190893,0.0 
 01/27  09:20:00,,,,,,,,,,,,,,,,,230838.98811893067,0.0,690380.2884597487,0.0 
 01/27  09:30:00,,,,,,,,,,,,,,,,,203497.7835874845,0.0,685763.411670937,0.0 
 01/27  09:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,681392.6108606681,0.0 
 01/27  09:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1215642.9480633708,0.0 
 01/27  10:00:00,1264924.0094633674,0.0,5180351.850729817,0.0,,,,,,,,,,,,,191047.67940000003,0.0,1211654.2586560029,0.0 
 01/27  10:10:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1206988.231456432,0.0 
 01/27  10:20:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1202438.3532552063,0.0 
 01/27  10:30:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1197948.3267755984,0.0 
 01/27  10:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1193494.5681561619,0.0 
 01/27  10:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1189047.3834903285,0.0 
 01/27  11:00:00,1146286.0764000002,0.0,7174535.861338345,0.0,,,,,,,,,,,,,191047.67940000003,0.0,1184618.9982046183,0.0 
 01/27  11:10:00,,,,,,,,,,,,,,,,,172772.85552,0.0,1180332.9609747928,0.0 
 01/27  11:20:00,,,,,,,,,,,,,,,,,172772.85552,0.0,1176058.0274325596,0.0 
 01/27  11:30:00,,,,,,,,,,,,,,,,,172772.85552,0.0,1171802.8472704879,0.0 
 01/27  11:40:00,,,,,,,,,,,,,,,,,172772.85552,0.0,1167569.9677136474,0.0 
 01/27  11:50:00,,,,,,,,,,,,,,,,,172772.85552,0.0,1163373.4939642656,0.0 
 01/27  12:00:00,1036637.13312,0.0,7018358.440210642,0.0,,,,,,,,,,,,,172772.85552,0.0,1159221.1428548895,0.0 
 01/27  12:10:00,,,,,,,,,,,,,,,,,150145.30683284766,0.0,737913.2626727356,0.0 
 01/27  12:20:00,,,,,,,,,,,,,,,,,149075.9718021989,0.0,733883.222437697,0.0 
 01/27  12:30:00,,,,,,,,,,,,,,,,,148097.89644205784,0.0,729757.0637550249,0.0 
 01/27  12:40:00,,,,,,,,,,,,,,,,,148449.65853727534,0.0,720621.0489803912,0.0 
 01/27  12:50:00,,,,,,,,,,,,,,,,,148879.35260240959,0.0,690613.2073293207,0.0 
 01/27  13:00:00,894035.2495786764,0.0,4240953.030490958,0.0,,,,,,,,,,,,,149387.06336188719,0.0,628165.225315789,0.0 
 01/27  13:10:00,,,,,,,,,,,,,,,,,171433.87516318324,0.0,1036777.7705680432,0.0 
 01/27  13:20:00,,,,,,,,,,,,,,,,,171505.0259849367,0.0,1095293.35189057,0.0 
 01/27  13:30:00,,,,,,,,,,,,,,,,,171692.30531486276,0.0,973546.7037071665,0.0 
 01/27  13:40:00,,,,,,,,,,,,,,,,,173853.8596658048,0.0,1037477.7750202816,0.0 
 01/27  13:50:00,,,,,,,,,,,,,,,,,159066.73761,0.0,969516.9952011396,0.0 
 01/27  14:00:00,1006618.5413487875,0.0,6120186.2510414919,0.0,,,,,,,,,,,,,159066.73761,0.0,1007573.6546542902,0.0 
 01/27  14:10:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,970014.7436295336,0.0 
 01/27  14:20:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,970835.7567822586,0.0 
 01/27  14:30:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,891210.3152826958,0.0 
 01/27  14:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,928497.6922165183,0.0 
 01/27  14:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,918586.7312437489,0.0 
 01/27  15:00:00,1146286.0764000002,0.0,5578559.916354148,0.0,,,,,,,,,,,,,191047.67940000003,0.0,899414.6771993922,0.0 
 01/27  15:10:00,,,,,,,,,,,,,,,,,172772.85552,0.0,892161.4927116216,0.0 
 01/27  15:20:00,,,,,,,,,,,,,,,,,172772.85552,0.0,899807.3191697265,0.0 
 01/27  15:30:00,,,,,,,,,,,,,,,,,172772.85552,0.0,903694.5822138104,0.0 
 01/27  15:40:00,,,,,,,,,,,,,,,,,172772.85552,0.0,930280.7904395803,0.0 
 01/27  15:50:00,,,,,,,,,,,,,,,,,172772.85552,0.0,891765.8254682366,0.0 
 01/27  16:00:00,1036637.13312,0.0,5401967.259394909,0.0,,,,,,,,,,,,,172772.85552,0.0,884257.2493919338,0.0 
 01/27  16:10:00,,,,,,,,,,,,,,,,,169992.98321614584,0.0,902647.334637498,0.0 
 01/27  16:20:00,,,,,,,,,,,,,,,,,188287.42480435558,0.0,924542.8306837443,0.0 
 01/27  16:30:00,,,,,,,,,,,,,,,,,205972.7406934435,0.0,850380.248745263,0.0 
 01/27  16:40:00,,,,,,,,,,,,,,,,,217142.32519637107,0.0,876768.5438569095,0.0 
 01/27  16:50:00,,,,,,,,,,,,,,,,,228070.55027041786,0.0,857514.0609344102,0.0 
 01/27  17:00:00,1248236.5746361355,0.0,5264279.779417727,0.0,,,,,,,,,,,,,238770.55045540163,0.0,852426.760559903,0.0 
 01/27  17:10:00,,,,,,,,,,,,,,,,,150611.54788637695,0.0,481648.85003450899,0.0 
 01/27  17:20:00,,,,,,,,,,,,,,,,,154019.18943710399,0.0,504952.2049367268,0.0 
 01/27  17:30:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,469476.9781239972,0.0 
 01/27  17:40:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,522130.2880129666,0.0 
 01/27  17:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,538905.5023883404,0.0 
 01/27  18:00:00,929540.1885234809,0.0,3011680.5049400159,0.0,,,,,,,,,,,,,156227.36280000004,0.0,494566.6814434757,0.0 
 01/27  18:10:00,,,,,,,,,,,,,,,,,99673.56,0.0,134773.05888339258,0.0 
 01/27  18:20:00,,,,,,,,,,,,,,,,,99673.56,0.0,134863.71658487037,0.0 
 01/27  18:30:00,,,,,,,,,,,,,,,,,99673.56,0.0,134851.829723086,0.0 
 01/27  18:40:00,,,,,,,,,,,,,,,,,99673.56,0.0,134861.6439084009,0.0 
 01/27  18:50:00,,,,,,,,,,,,,,,,,99673.56,0.0,134921.30400136268,0.0 
 01/27  19:00:00,598041.36,0.0,809318.1713350297,0.0,,,,,,,,,,,,,99673.56,0.0,135046.61823391723,0.0 
 01/27  19:10:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/27  19:20:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/27  19:30:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/27  19:40:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/27  19:50:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/27  20:00:00,107755.2,0.0,0.0,0.0,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 01/27  20:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  20:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  20:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  20:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  20:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  21:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  21:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  21:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  21:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  21:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  21:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  22:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  22:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  22:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  22:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  22:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  22:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  23:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  23:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  23:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  23:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  23:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  23:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/27  24:00:00,5812.315488,0.0,0.0,0.0,12903236.815367919,0.0,62275517.03350522,0.0,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  00:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  00:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  00:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  00:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  00:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  01:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  01:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  01:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  01:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  01:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  01:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  02:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  02:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  02:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  02:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  02:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  02:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  03:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  03:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  03:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  03:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  03:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  03:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  04:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  04:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  04:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  04:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  04:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  04:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  05:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  05:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  05:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  05:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  05:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  05:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  06:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  06:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  06:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  06:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  06:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  06:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  07:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  07:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  07:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  07:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  07:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  07:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  08:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  08:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  08:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  08:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  08:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  08:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  09:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  09:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  09:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  09:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  09:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  09:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  10:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  10:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  10:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  10:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  10:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  10:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  11:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  11:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  11:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  11:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  11:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  11:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  12:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  12:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  12:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  12:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  12:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  12:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  13:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  13:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  13:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 01/28  13:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
