,Tair,Tset,PMV,Heating,Reward,Occ,Loss,Epsilon
0,7.082887298688417,19.08080808080808,-3.6466930187181963,0.0,1.0,0.0,144.73080444335938,0.0
1,7.086892321552718,19.08080808080808,-3.650172276609294,0.0,1.0,0.0,144.73080444335938,0.0
2,7.099071925962292,19.08080808080808,-3.651367156774423,0.0,1.0,0.0,144.73080444335938,0.0
3,7.11419937903255,19.08080808080808,-3.651017760818291,0.0,1.0,0.0,144.73080444335938,0.0
4,7.130398324773278,19.08080808080808,-3.6499989335410112,0.0,1.0,0.0,144.73080444335938,0.0
5,7.14785997508197,19.08080808080808,-3.648636207072876,0.0,1.0,0.0,144.73080444335938,0.0
6,7.151906487558825,19.08080808080808,-3.6469021143821956,0.0,1.0,0.0,13.158968925476074,0.0
7,7.141579816666307,19.08080808080808,-3.647482558618741,0.0,1.0,0.0,13.158968925476074,0.0
8,7.123687582599289,19.08080808080808,-3.6501743923493413,0.0,1.0,0.0,13.158968925476074,0.0
9,7.103961337366319,19.08080808080808,-3.65407820478739,0.0,1.0,0.0,13.158968925476074,0.0
10,7.084601105795151,19.08080808080808,-3.6583504196478844,0.0,1.0,0.0,13.158968925476074,0.0
11,7.06558035138117,19.08080808080808,-3.6626156140950945,0.0,1.0,0.0,13.158968925476074,0.0
12,7.045713000255477,19.08080808080808,-3.6668680022667153,0.0,1.0,0.0,13.158968925476074,0.0
13,7.024752226496388,19.08080808080808,-3.6712415947055037,0.0,1.0,0.0,13.158968925476074,0.0
14,7.003119445788274,19.08080808080808,-3.6757997263489215,0.0,1.0,0.0,13.158968925476074,0.0
15,6.98123312222033,19.08080808080808,-3.6804770262158026,0.0,1.0,0.0,13.158968925476074,0.0
16,6.959289238354574,19.08080808080808,-3.6852169846144984,0.0,1.0,0.0,102.51212310791016,0.0
17,6.937310008675481,19.08080808080808,-3.6899814452968176,0.0,1.0,0.0,102.51212310791016,0.0
18,6.916844851019967,19.08080808080808,-3.6947690419535366,0.0,1.0,0.0,102.51212310791016,0.0
19,6.897969737021317,19.08080808080808,-3.6993108055387,0.0,1.0,0.0,102.51212310791016,0.0
20,6.879956005785488,19.08080808080808,-3.703588247870622,0.0,1.0,0.0,102.51212310791016,0.0
21,6.862210508540734,19.08080808080808,-3.707694290820925,0.0,1.0,0.0,102.51212310791016,0.0
22,6.844519510970067,19.08080808080808,-3.711717127870242,0.0,1.0,0.0,102.51212310791016,0.0
23,6.826900805197144,19.08080808080808,-3.715695021937095,0.0,1.0,0.0,102.51212310791016,0.0
24,6.806776995739781,19.08080808080808,-3.7196272121958,0.0,1.0,0.0,102.51212310791016,0.0
25,6.784067827299993,19.08080808080808,-3.724016316152393,0.0,1.0,0.0,102.51212310791016,0.0
26,6.760032327590432,19.08080808080808,-3.7288086577830675,0.0,1.0,0.0,11.096643447875977,0.0
27,6.735676535630988,19.08080808080808,-3.733837691307946,0.0,1.0,0.0,11.096643447875977,0.0
28,6.711364086115809,19.08080808080808,-3.738957050558892,0.0,1.0,0.0,11.096643447875977,0.0
29,6.687069888091098,19.08080808080808,-3.7441004721895492,0.0,1.0,0.0,11.096643447875977,0.0
30,6.662337253686956,19.08080808080808,-3.749271049031994,0.0,1.0,0.0,11.096643447875977,0.0
31,6.637131760635076,19.08080808080808,-3.754541729537458,0.0,1.0,0.0,11.096643447875977,0.0
32,6.611663214744366,19.08080808080808,-3.759916322648201,0.0,1.0,0.0,11.096643447875977,0.0
33,6.586101816068003,19.08080808080808,-3.765363177857828,0.0,1.0,0.0,11.096643447875977,0.0
34,6.560515603934727,19.08080808080808,-3.7708594206071826,0.0,1.0,0.0,11.096643447875977,0.0
35,6.53490332353288,19.08080808080808,-3.7763899545828266,0.0,1.0,0.0,11.096643447875977,0.0
36,6.515377776662413,19.08080808080808,-3.7819562521011685,0.0,1.0,0.0,70.06778717041016,0.0
37,6.501995980166238,19.08080808080808,-3.786365513665968,0.0,1.0,0.0,70.06778717041016,0.0
38,6.491793165333984,19.08080808080808,-3.7897749933897042,0.0,1.0,0.0,70.06778717041016,0.0
39,6.482507702936982,19.08080808080808,-3.7926020745886637,0.0,1.0,0.0,70.06778717041016,0.0
40,6.473372421672311,19.08080808080808,-3.7951802517490854,0.0,1.0,0.0,70.06778717041016,0.0
41,6.464482167634188,19.08080808080808,-3.7976573450559092,0.0,1.0,0.0,70.06778717041016,0.0
42,6.459959678371969,19.08080808080808,-3.800041069777853,0.0,1.0,0.0,70.06778717041016,0.0
43,6.460201302944209,19.08080808080808,-3.8016358022566785,0.0,1.0,0.0,70.06778717041016,0.0
44,6.463084273488876,19.08080808080808,-3.802469582679423,0.0,1.0,0.0,70.06778717041016,0.0
45,6.467073234481941,19.08080808080808,-3.802808010480816,0.0,1.0,0.0,70.06778717041016,0.0
46,6.471470665437591,19.08080808080808,-3.802894529899199,0.0,1.0,0.0,274.4622497558594,0.0
47,6.476390078488543,19.08080808080808,-3.802839145869756,0.0,1.0,0.0,274.4622497558594,0.0
48,6.478160833193217,19.08080808080808,-3.802641056212588,0.0,1.0,0.0,274.4622497558594,0.0
49,6.476593374113201,19.08080808080808,-3.802933048133139,0.0,1.0,0.0,274.4622497558594,0.0
50,6.474456437579763,19.08080808080808,-3.8036918168097307,0.0,1.0,0.0,274.4622497558594,0.0
51,6.475092014150005,19.08080808080808,-3.804246586253531,0.0,1.0,0.0,274.4622497558594,0.0
52,6.479537139481364,19.08080808080808,-3.803957019182732,0.0,1.0,0.0,274.4622497558594,0.0
53,6.487639844497261,19.08080808080808,-3.802916956714921,0.0,1.0,0.0,274.4622497558594,0.0
54,6.497057747291045,19.08080808080808,-3.801011435252046,0.0,1.0,0.0,274.4622497558594,0.0
55,6.50727644317453,19.08080808080808,-3.798757325713013,0.0,1.0,0.0,274.4622497558594,0.0
56,6.518635430545134,19.08080808080808,-3.796143189567893,0.0,1.0,0.0,52.74296951293945,0.0
57,6.533183353380407,19.08080808080808,-3.7932372278226607,0.0,1.0,0.0,52.74296951293945,0.0
58,6.551914726438567,19.08080808080808,-3.7892691845058457,0.0,1.0,0.0,52.74296951293945,0.0
59,6.57470172654553,19.08080808080808,-3.7844318430855286,0.0,1.0,0.0,52.74296951293945,0.0
60,6.602595965288932,19.08080808080808,-3.778667720962447,0.0,1.0,0.0,52.74296951293945,0.0
61,6.635374471825917,19.08080808080808,-3.771869910239611,0.0,1.0,0.0,52.74296951293945,0.0
62,6.672095337121654,19.08080808080808,-3.763999427121557,0.0,1.0,0.0,52.74296951293945,0.0
63,6.711562971995152,19.08080808080808,-3.7553356901768034,0.0,1.0,0.0,52.74296951293945,0.0
64,6.753130286524018,19.08080808080808,-3.7461463289352963,0.0,1.0,0.0,52.74296951293945,0.0
65,6.795706793320827,19.08080808080808,-3.73653618546923,0.0,1.0,0.0,52.74296951293945,0.0
66,6.839421677296312,19.08080808080808,-3.7265380365043934,0.0,1.0,0.0,29.664569854736328,0.0
67,6.885479630997667,19.08080808080808,-3.716181482405264,0.0,1.0,0.0,29.664569854736328,0.0
68,6.942422825697929,19.08080808080808,-3.705207122479787,0.0,1.0,0.0,29.664569854736328,0.0
69,6.995920162560687,19.08080808080808,-3.690086410314078,0.0,1.0,0.0,29.664569854736328,0.0
70,7.04088069566069,19.08080808080808,-3.6801430665974637,0.0,1.0,0.0,29.664569854736328,0.0
71,7.08110690437052,19.08080808080808,-3.6698194382782012,0.0,1.0,0.0,29.664569854736328,0.0
72,7.118235318503753,19.08080808080808,-3.660295664660585,0.0,1.0,0.0,29.664569854736328,0.0
73,7.153610236193164,19.08080808080808,-3.651273615678364,0.0,1.0,0.0,29.664569854736328,0.0
74,7.188178090437703,19.08080808080808,-3.6425621327825395,0.0,1.0,0.0,29.664569854736328,0.0
75,7.289252441420975,19.08080808080808,-3.6340250831757808,0.0,1.0,0.0,29.664569854736328,0.0
76,7.472965858455168,19.08080808080808,-3.5994589308769824,0.0,1.0,0.0,123.19601440429688,0.0
77,7.730147039963053,19.08080808080808,-3.555755788188278,0.0,1.0,0.0,123.19601440429688,0.0
78,7.904964206908546,19.08080808080808,-3.495105227832209,0.0,1.0,0.0,123.19601440429688,0.0
79,8.32119595270651,19.08080808080808,-3.447210659736888,0.0,1.0,0.0,123.19601440429688,0.0
80,8.711624998648096,19.08080808080808,-3.359694940919543,0.0,1.0,0.0,123.19601440429688,0.0
81,9.033410812336392,19.08080808080808,-3.276366087508599,0.0,1.0,0.0,123.19601440429688,0.0
82,9.272291800256996,19.08080808080808,-3.212951667078633,0.0,1.0,0.0,123.19601440429688,0.0
83,9.449748841921709,19.08080808080808,-3.163191201352381,0.0,1.0,0.0,123.19601440429688,0.0
84,9.59016595281846,19.08080808080808,-3.125628483257102,0.0,1.0,0.0,123.19601440429688,0.0
85,9.708071349894402,19.08080808080808,-3.0938630969553613,0.0,1.0,0.0,123.19601440429688,0.0
86,9.810590964397743,19.08080808080808,-3.0672803840398872,0.0,1.0,0.0,143.0919189453125,0.0
87,9.878991805176359,19.08080808080808,-3.0436937236890294,0.0,1.0,0.0,143.0919189453125,0.0
88,9.909113200265674,19.08080808080808,-3.030069257440515,0.0,1.0,0.0,143.0919189453125,0.0
89,9.907409954926056,19.08080808080808,-3.0230499155317894,0.0,1.0,0.0,143.0919189453125,0.0
90,9.884045058721338,19.08080808080808,-3.022761443955998,0.0,1.0,0.0,143.0919189453125,0.0
91,9.845233851278717,19.08080808080808,-3.026725576358115,0.0,1.0,0.0,143.0919189453125,0.0
92,9.794610667436098,19.08080808080808,-3.034486695825971,0.0,1.0,0.0,143.0919189453125,0.0
93,9.72499102225962,19.08080808080808,-3.0447746010432764,0.0,1.0,0.0,143.0919189453125,0.0
94,9.634762763482476,19.08080808080808,-3.06074307953731,0.0,1.0,0.0,143.0919189453125,0.0
95,9.526250690417667,19.08080808080808,-3.0805553033715802,0.0,1.0,0.0,143.0919189453125,0.0
96,9.398742549615198,19.08080808080808,-3.1042979762017815,0.0,1.0,0.0,74.56201171875,0.0
97,9.261225315520582,19.08080808080808,-3.1334486434902065,0.0,1.0,0.0,74.56201171875,0.0
98,9.118648246151215,19.08080808080808,-3.1636659633557382,0.0,1.0,0.0,74.56201171875,0.0
99,8.983910065035923,19.08080808080808,-3.195124594451338,0.0,1.0,0.0,74.56201171875,0.0
100,8.863219915639396,19.08080808080808,-3.2225826811462714,0.0,1.0,0.0,74.56201171875,0.0
101,8.745119518253993,19.08080808080808,-3.247758894072298,0.0,1.0,0.0,74.56201171875,0.0
102,8.630793419045,19.08080808080808,-3.2751914707052765,0.0,1.0,0.0,74.56201171875,0.0
103,8.528119307999745,19.08080808080808,-3.2980964617609962,0.0,1.0,0.0,74.56201171875,0.0
104,8.437077337234879,19.08080808080808,-3.3188433064722536,0.0,1.0,0.0,74.56201171875,0.0
105,8.35458443927123,19.08080808080808,-3.3377918300210463,0.0,1.0,0.0,74.56201171875,0.0
106,8.277324088918542,19.08080808080808,-3.354956758729598,0.0,1.0,0.0,117.23039245605469,0.0
107,8.20367550030302,19.08080808080808,-3.3712471952520007,0.0,1.0,0.0,117.23039245605469,0.0
