Date/Time,Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),Electricity:Facility [J](Daily),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),Electricity:Facility [J](Monthly),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),Electricity:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),Electricity:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 02/06  22:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  22:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  22:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  22:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  23:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  23:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  23:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  23:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  23:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  23:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/06  24:00:00,5812.315488,0.0,0.0,0.0,12818888.510359383,0.0,68668600.04441692,0.0,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  00:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  00:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  00:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  00:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  00:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  01:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  01:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  01:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  01:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  01:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  01:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  02:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  02:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  02:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  02:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  02:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  02:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  03:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  03:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  03:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  03:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  03:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  03:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  04:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  04:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  04:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  04:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  04:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  04:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  05:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  05:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,761566.8292034606,0.0 
 02/07  05:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,653946.0972744378,0.0 
 02/07  05:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,499207.7988557098,0.0 
 02/07  05:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,633805.3644728585,0.0 
 02/07  05:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,560903.2435990843,0.0 
 02/07  06:00:00,5812.315488,0.0,3651161.7261387708,0.0,,,,,,,,,,,,,968.719248,0.0,541732.3927332197,0.0 
 02/07  06:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,524697.5336409021,0.0 
 02/07  06:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,509623.2844804018,0.0 
 02/07  06:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,496032.4126470595,0.0 
 02/07  06:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,483820.3936861418,0.0 
 02/07  06:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,472718.3887442023,0.0 
 02/07  07:00:00,5812.315488,0.0,2949554.5940885629,0.0,,,,,,,,,,,,,968.719248,0.0,462662.5808898553,0.0 
 02/07  07:10:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,930226.4887133621,0.0 
 02/07  07:20:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,930200.6392753022,0.0 
 02/07  07:30:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,919567.6871222671,0.0 
 02/07  07:40:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,910008.1593438685,0.0 
 02/07  07:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,902908.1517426892,0.0 
 02/07  08:00:00,937364.1768000001,0.0,5485881.766872229,0.0,,,,,,,,,,,,,156227.36280000004,0.0,892970.6406747397,0.0 
 02/07  08:10:00,,,,,,,,,,,,,,,,,264579.82178376006,0.0,1305684.2515758847,0.0 
 02/07  08:20:00,,,,,,,,,,,,,,,,,257593.8107192496,0.0,1297436.65154937,0.0 
 02/07  08:30:00,,,,,,,,,,,,,,,,,248340.9269052433,0.0,1289698.152959419,0.0 
 02/07  08:40:00,,,,,,,,,,,,,,,,,216817.73180705549,0.0,1282274.9922400495,0.0 
 02/07  08:50:00,,,,,,,,,,,,,,,,,219260.38426569294,0.0,1274973.775901536,0.0 
 02/07  09:00:00,1392678.150876719,0.0,7717616.932811301,0.0,,,,,,,,,,,,,186085.47539571764,0.0,1267549.1085850425,0.0 
 02/07  09:10:00,,,,,,,,,,,,,,,,,211593.00028891403,0.0,1262789.0494649248,0.0 
 02/07  09:20:00,,,,,,,,,,,,,,,,,253516.98558385037,0.0,1216404.276254348,0.0 
 02/07  09:30:00,,,,,,,,,,,,,,,,,235284.07852905687,0.0,702000.4016286407,0.0 
 02/07  09:40:00,,,,,,,,,,,,,,,,,221308.19014142274,0.0,1071398.0591436767,0.0 
 02/07  09:50:00,,,,,,,,,,,,,,,,,208683.54655472013,0.0,1150202.421574466,0.0 
 02/07  10:00:00,1327769.0042143996,0.0,6553172.555868626,0.0,,,,,,,,,,,,,197383.20311643545,0.0,1150378.3478025706,0.0 
 02/07  10:10:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1001324.3162540312,0.0 
 02/07  10:20:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,1031469.716758765,0.0 
 02/07  10:30:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,977625.2003346917,0.0 
 02/07  10:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,955289.419069176,0.0 
 02/07  10:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,929997.1373551106,0.0 
 02/07  11:00:00,1146286.0764000002,0.0,5800841.197560451,0.0,,,,,,,,,,,,,191047.67940000003,0.0,905135.407788676,0.0 
 02/07  11:10:00,,,,,,,,,,,,,,,,,172772.85552,0.0,891444.882871344,0.0 
 02/07  11:20:00,,,,,,,,,,,,,,,,,172772.85552,0.0,870029.2583412323,0.0 
 02/07  11:30:00,,,,,,,,,,,,,,,,,172772.85552,0.0,849522.2651988219,0.0 
 02/07  11:40:00,,,,,,,,,,,,,,,,,172772.85552,0.0,830634.2406090496,0.0 
 02/07  11:50:00,,,,,,,,,,,,,,,,,172772.85552,0.0,811913.0995533107,0.0 
 02/07  12:00:00,1036637.13312,0.0,5046569.093459313,0.0,,,,,,,,,,,,,172772.85552,0.0,793025.3468855547,0.0 
 02/07  12:10:00,,,,,,,,,,,,,,,,,140791.91373,0.0,377658.74164123125,0.0 
 02/07  12:20:00,,,,,,,,,,,,,,,,,140791.91373,0.0,360665.5991179714,0.0 
 02/07  12:30:00,,,,,,,,,,,,,,,,,140791.91373,0.0,137140.90508637054,0.0 
 02/07  12:40:00,,,,,,,,,,,,,,,,,140791.91373,0.0,370688.2076703269,0.0 
 02/07  12:50:00,,,,,,,,,,,,,,,,,140791.91373,0.0,246212.90494377563,0.0 
 02/07  13:00:00,844751.4823800001,0.0,1798541.7045106323,0.0,,,,,,,,,,,,,140791.91373,0.0,306175.3460509565,0.0 
 02/07  13:10:00,,,,,,,,,,,,,,,,,159066.73761,0.0,692807.7387135078,0.0 
 02/07  13:20:00,,,,,,,,,,,,,,,,,159066.73761,0.0,677585.2994542641,0.0 
 02/07  13:30:00,,,,,,,,,,,,,,,,,159066.73761,0.0,712915.8762934934,0.0 
 02/07  13:40:00,,,,,,,,,,,,,,,,,159066.73761,0.0,475236.0234903269,0.0 
 02/07  13:50:00,,,,,,,,,,,,,,,,,159066.73761,0.0,720601.0222783715,0.0 
 02/07  14:00:00,954400.42566,0.0,3873616.9097966665,0.0,,,,,,,,,,,,,159066.73761,0.0,594470.9495667024,0.0 
 02/07  14:10:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,578361.7318677071,0.0 
 02/07  14:20:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,569006.1589783713,0.0 
 02/07  14:30:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,538458.5143642189,0.0 
 02/07  14:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,520330.5294168239,0.0 
 02/07  14:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,504582.15058523978,0.0 
 02/07  15:00:00,1146286.0764000002,0.0,3201701.8132760736,0.0,,,,,,,,,,,,,191047.67940000003,0.0,490962.72806371268,0.0 
 02/07  15:10:00,,,,,,,,,,,,,,,,,172772.85552,0.0,502258.80823653916,0.0 
 02/07  15:20:00,,,,,,,,,,,,,,,,,172772.85552,0.0,493909.59592182366,0.0 
 02/07  15:30:00,,,,,,,,,,,,,,,,,172772.85552,0.0,323322.2548859843,0.0 
 02/07  15:40:00,,,,,,,,,,,,,,,,,180773.22266051404,0.0,578366.5987020875,0.0 
 02/07  15:50:00,,,,,,,,,,,,,,,,,196515.52820715813,0.0,439726.9451743156,0.0 
 02/07  16:00:00,1100955.4578699845,0.0,2844747.7425473106,0.0,,,,,,,,,,,,,205348.1404423123,0.0,507163.5396265603,0.0 
 02/07  16:10:00,,,,,,,,,,,,,,,,,183486.84871734004,0.0,313445.41583297876,0.0 
 02/07  16:20:00,,,,,,,,,,,,,,,,,188795.50337600389,0.0,312382.7997909445,0.0 
 02/07  16:30:00,,,,,,,,,,,,,,,,,194633.37507518204,0.0,567711.0528202106,0.0 
 02/07  16:40:00,,,,,,,,,,,,,,,,,205245.6706825302,0.0,446877.26537587758,0.0 
 02/07  16:50:00,,,,,,,,,,,,,,,,,220262.500139834,0.0,541426.1402151148,0.0 
 02/07  17:00:00,1171919.0188142,0.0,2719132.0889832566,0.0,,,,,,,,,,,,,179495.12082331,0.0,537289.4149481298,0.0 
 02/07  17:10:00,,,,,,,,,,,,,,,,,135376.11186830907,0.0,275544.5985820774,0.0 
 02/07  17:20:00,,,,,,,,,,,,,,,,,145654.40086626498,0.0,284947.78657619698,0.0 
 02/07  17:30:00,,,,,,,,,,,,,,,,,152823.1323556774,0.0,295270.16396774028,0.0 
 02/07  17:40:00,,,,,,,,,,,,,,,,,154290.0257633011,0.0,303001.40341292219,0.0 
 02/07  17:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,310802.80304578409,0.0 
 02/07  18:00:00,900598.3964535525,0.0,1786757.5033008257,0.0,,,,,,,,,,,,,156227.36280000004,0.0,317190.7477161045,0.0 
 02/07  18:10:00,,,,,,,,,,,,,,,,,99673.56,0.0,58922.00655611725,0.0 
 02/07  18:20:00,,,,,,,,,,,,,,,,,99673.56,0.0,61646.38150564577,0.0 
 02/07  18:30:00,,,,,,,,,,,,,,,,,99673.56,0.0,64320.581257863814,0.0 
 02/07  18:40:00,,,,,,,,,,,,,,,,,99673.56,0.0,67004.20803761787,0.0 
 02/07  18:50:00,,,,,,,,,,,,,,,,,99673.56,0.0,69692.48009664811,0.0 
 02/07  19:00:00,598041.36,0.0,393969.8206668842,0.0,,,,,,,,,,,,,99673.56,0.0,72384.1632129914,0.0 
 02/07  19:10:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 02/07  19:20:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 02/07  19:30:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 02/07  19:40:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 02/07  19:50:00,,,,,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 02/07  20:00:00,107755.2,0.0,0.0,0.0,,,,,,,,,,,,,17959.2,0.0,0.0,0.0 
 02/07  20:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  20:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  20:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  20:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  20:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  21:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  21:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  21:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  21:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  21:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  21:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  22:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  22:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  22:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  22:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  22:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  22:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  23:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  23:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  23:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  23:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  23:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  23:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/07  24:00:00,5812.315488,0.0,0.0,0.0,12729377.42935687,0.0,53823265.4498809,0.0,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  00:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  00:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  00:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  00:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  00:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  01:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  01:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  01:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  01:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  01:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  01:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  02:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  02:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  02:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  02:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  02:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  02:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  03:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  03:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  03:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  03:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  03:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  03:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  04:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  04:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  04:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  04:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  04:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  04:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  05:00:00,5812.315488,0.0,0.0,0.0,,,,,,,,,,,,,968.719248,0.0,0.0,0.0 
 02/08  05:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,680483.336475154,0.0 
 02/08  05:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,661336.1045486479,0.0 
 02/08  05:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,578623.3850104975,0.0 
 02/08  05:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,506264.5939222113,0.0 
 02/08  05:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,489171.35710634398,0.0 
 02/08  06:00:00,5812.315488,0.0,3384051.5870300245,0.0,,,,,,,,,,,,,968.719248,0.0,468172.80996716968,0.0 
 02/08  06:10:00,,,,,,,,,,,,,,,,,968.719248,0.0,453783.86127927919,0.0 
 02/08  06:20:00,,,,,,,,,,,,,,,,,968.719248,0.0,441515.03323643878,0.0 
 02/08  06:30:00,,,,,,,,,,,,,,,,,968.719248,0.0,430442.6724668596,0.0 
 02/08  06:40:00,,,,,,,,,,,,,,,,,968.719248,0.0,420503.14206430877,0.0 
 02/08  06:50:00,,,,,,,,,,,,,,,,,968.719248,0.0,411482.8107923624,0.0 
 02/08  07:00:00,5812.315488,0.0,2561053.2740789928,0.0,,,,,,,,,,,,,968.719248,0.0,403325.75423974407,0.0 
 02/08  07:10:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,885353.8646939611,0.0 
 02/08  07:20:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,874117.224924664,0.0 
 02/08  07:30:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,865211.9567807356,0.0 
 02/08  07:40:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,857217.0068089482,0.0 
 02/08  07:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,849806.8713303404,0.0 
 02/08  08:00:00,937364.1768000001,0.0,5174619.848127941,0.0,,,,,,,,,,,,,156227.36280000004,0.0,842912.9235892914,0.0 
 02/08  08:10:00,,,,,,,,,,,,,,,,,264422.0612964368,0.0,1255915.7544219744,0.0 
 02/08  08:20:00,,,,,,,,,,,,,,,,,257184.71270274506,0.0,1248636.8479200178,0.0 
 02/08  08:30:00,,,,,,,,,,,,,,,,,247589.35063774768,0.0,1241799.0439058738,0.0 
 02/08  08:40:00,,,,,,,,,,,,,,,,,215240.52992404847,0.0,1235231.7825414388,0.0 
 02/08  08:50:00,,,,,,,,,,,,,,,,,217817.48471281405,0.0,1227981.3645854004,0.0 
 02/08  09:00:00,1393215.4201359258,0.0,7413161.935591795,0.0,,,,,,,,,,,,,190961.28086213367,0.0,1203597.1422170897,0.0 
 02/08  09:10:00,,,,,,,,,,,,,,,,,207386.20037917497,0.0,1160577.3795754654,0.0 
 02/08  09:20:00,,,,,,,,,,,,,,,,,250234.94455317,0.0,818182.6352982479,0.0 
 02/08  09:30:00,,,,,,,,,,,,,,,,,231793.6887629931,0.0,1100455.883030075,0.0 
 02/08  09:40:00,,,,,,,,,,,,,,,,,223365.55032490334,0.0,1059850.6888438054,0.0 
 02/08  09:50:00,,,,,,,,,,,,,,,,,215478.91988158556,0.0,1034079.5577360113,0.0 
 02/08  10:00:00,1336527.7567184927,0.0,6234624.984410067,0.0,,,,,,,,,,,,,208268.45281666576,0.0,1061478.8399264615,0.0 
 02/08  10:10:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,953208.5847990653,0.0 
 02/08  10:20:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,980061.7987479421,0.0 
 02/08  10:30:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,933543.6657291728,0.0 
 02/08  10:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,908811.2063857196,0.0 
 02/08  10:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,883502.0238993756,0.0 
 02/08  11:00:00,1146286.0764000002,0.0,5518093.200674613,0.0,,,,,,,,,,,,,191047.67940000003,0.0,858965.9211133372,0.0 
 02/08  11:10:00,,,,,,,,,,,,,,,,,172772.85552,0.0,848061.9161724753,0.0 
 02/08  11:20:00,,,,,,,,,,,,,,,,,172772.85552,0.0,830626.1708640818,0.0 
 02/08  11:30:00,,,,,,,,,,,,,,,,,172772.85552,0.0,812132.0107069879,0.0 
 02/08  11:40:00,,,,,,,,,,,,,,,,,172772.85552,0.0,525393.7037418092,0.0 
 02/08  11:50:00,,,,,,,,,,,,,,,,,172772.85552,0.0,721330.0715760589,0.0 
 02/08  12:00:00,1036637.13312,0.0,4535914.188549507,0.0,,,,,,,,,,,,,172772.85552,0.0,798370.3154880942,0.0 
 02/08  12:10:00,,,,,,,,,,,,,,,,,140791.91373,0.0,382649.6721207561,0.0 
 02/08  12:20:00,,,,,,,,,,,,,,,,,140791.91373,0.0,357741.21104605597,0.0 
 02/08  12:30:00,,,,,,,,,,,,,,,,,140791.91373,0.0,340333.99541240956,0.0 
 02/08  12:40:00,,,,,,,,,,,,,,,,,140791.91373,0.0,324234.8053349253,0.0 
 02/08  12:50:00,,,,,,,,,,,,,,,,,140791.91373,0.0,308939.6411001197,0.0 
 02/08  13:00:00,844751.4823800001,0.0,2008274.4397088853,0.0,,,,,,,,,,,,,140791.91373,0.0,294375.11469461876,0.0 
 02/08  13:10:00,,,,,,,,,,,,,,,,,159066.73761,0.0,689498.7471233716,0.0 
 02/08  13:20:00,,,,,,,,,,,,,,,,,159066.73761,0.0,677404.1485375362,0.0 
 02/08  13:30:00,,,,,,,,,,,,,,,,,159066.73761,0.0,666170.0409142615,0.0 
 02/08  13:40:00,,,,,,,,,,,,,,,,,159066.73761,0.0,636454.3528573365,0.0 
 02/08  13:50:00,,,,,,,,,,,,,,,,,159066.73761,0.0,563229.6645386717,0.0 
 02/08  14:00:00,954400.42566,0.0,3820154.72743257,0.0,,,,,,,,,,,,,159066.73761,0.0,587397.7734613925,0.0 
 02/08  14:10:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,509883.76102520167,0.0 
 02/08  14:20:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,485983.3282863294,0.0 
 02/08  14:30:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,465873.24540189,0.0 
 02/08  14:40:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,448950.6839235299,0.0 
 02/08  14:50:00,,,,,,,,,,,,,,,,,191047.67940000003,0.0,433837.3591768589,0.0 
 02/08  15:00:00,1146286.0764000002,0.0,2766593.8718545648,0.0,,,,,,,,,,,,,191047.67940000003,0.0,422065.4940407545,0.0 
 02/08  15:10:00,,,,,,,,,,,,,,,,,172772.85552,0.0,436493.40754586996,0.0 
 02/08  15:20:00,,,,,,,,,,,,,,,,,172772.85552,0.0,378168.2093315574,0.0 
 02/08  15:30:00,,,,,,,,,,,,,,,,,172772.85552,0.0,415074.9661205842,0.0 
 02/08  15:40:00,,,,,,,,,,,,,,,,,177346.80441916138,0.0,374265.00161124966,0.0 
 02/08  15:50:00,,,,,,,,,,,,,,,,,187665.49182113049,0.0,375394.74686801867,0.0 
 02/08  16:00:00,1081802.2362706266,0.0,2347905.132952433,0.0,,,,,,,,,,,,,198471.3734703346,0.0,368508.80147515356,0.0 
 02/08  16:10:00,,,,,,,,,,,,,,,,,180226.66175077237,0.0,391514.28150424946,0.0 
 02/08  16:20:00,,,,,,,,,,,,,,,,,187626.43333765347,0.0,391267.44009139938,0.0 
 02/08  16:30:00,,,,,,,,,,,,,,,,,195900.12538048847,0.0,256455.250314896,0.0 
 02/08  16:40:00,,,,,,,,,,,,,,,,,206248.84705851787,0.0,449130.41663617527,0.0 
 02/08  16:50:00,,,,,,,,,,,,,,,,,216639.60858072857,0.0,324286.2911192458,0.0 
 02/08  17:00:00,1156860.7025119698,0.0,2225029.2195095827,0.0,,,,,,,,,,,,,170219.0264038091,0.0,412375.53984361657,0.0 
 02/08  17:10:00,,,,,,,,,,,,,,,,,135013.94586084889,0.0,182271.15988227947,0.0 
 02/08  17:20:00,,,,,,,,,,,,,,,,,144649.01131618734,0.0,194295.73068347013,0.0 
 02/08  17:30:00,,,,,,,,,,,,,,,,,152313.29225803825,0.0,208153.95329184258,0.0 
 02/08  17:40:00,,,,,,,,,,,,,,,,,153999.62022341093,0.0,219278.03402631248,0.0 
 02/08  17:50:00,,,,,,,,,,,,,,,,,156227.36280000004,0.0,230435.6872159967,0.0 
