,loss,epsilon,tair,action,pmv,qheat,reward,occ
0,501994.625,0.5635000000000481,7.082887298688417,16.402010050251256,-3.6466930187181963,0.0,[1.],0.0
1,759558.4375,0.5630500000000481,7.086892321552718,18.964824120603016,-3.650172276609294,0.0,[1.],0.0
2,1400993.5,0.5626000000000482,7.099071925962292,20.597989949748744,-3.651367156774423,0.0,[1.],0.0
3,1738702.75,0.5621500000000482,7.11419937903255,18.185929648241206,-3.651017760818291,0.0,[1.],0.0
4,2377590.25,0.5617000000000483,7.130398324773278,16.402010050251256,-3.6499989335410112,0.0,[1.],0.0
5,622455.375,0.5612500000000483,7.14785997508197,19.99497487437186,-3.648636207072876,0.0,[1.],0.0
6,1652747.75,0.5608000000000484,7.151906487558825,19.99497487437186,-3.6469021143821956,0.0,[1.],0.0
7,1444119.75,0.5603500000000484,7.141579816666307,16.402010050251256,-3.647482558618741,0.0,[1.],0.0
8,1382754.875,0.5599000000000485,7.123687582599289,20.44723618090452,-3.6501743923493413,0.0,[1.],0.0
9,1162140.625,0.5594500000000485,7.103961337366319,18.91457286432161,-3.65407820478739,0.0,[1.],0.0
10,2132110.5,0.5590000000000486,7.084601105795151,16.402010050251256,-3.6583504196478844,0.0,[1.],0.0
11,531471.875,0.5585500000000486,7.06558035138117,19.844221105527637,-3.6626156140950945,0.0,[1.],0.0
12,1327654.25,0.5581000000000487,7.045713000255477,16.402010050251256,-3.6668680022667153,0.0,[1.],0.0
13,1772603.625,0.5576500000000487,7.024752226496388,16.402010050251256,-3.6712415947055037,0.0,[1.],0.0
14,1554389.5,0.5572000000000488,7.003119445788274,16.402010050251256,-3.6757997263489215,0.0,[1.],0.0
15,1923759.0,0.5567500000000488,6.98123312222033,16.402010050251256,-3.6804770262158026,0.0,[1.],0.0
16,1957099.625,0.5563000000000489,6.959289238354574,16.90452261306533,-3.6852169846144984,0.0,[1.],0.0
17,1454077.75,0.5558500000000489,6.937310008675481,20.14572864321608,-3.6899814452968176,0.0,[1.],0.0
18,1033234.0,0.555400000000049,6.916844851019967,18.060301507537687,-3.6947690419535366,0.0,[1.],0.0
19,1377210.25,0.554950000000049,6.897969737021317,16.402010050251256,-3.6993108055387,0.0,[1.],0.0
20,2366673.25,0.5545000000000491,6.879956005785488,16.402010050251256,-3.703588247870622,0.0,[1.],0.0
21,1016803.625,0.5540500000000491,6.862210508540734,19.241206030150753,-3.707694290820925,0.0,[1.],0.0
22,1695305.0,0.5536000000000492,6.844519510970067,19.44221105527638,-3.711717127870242,0.0,[1.],0.0
23,1568215.0,0.5531500000000492,6.826900805197144,16.804020100502512,-3.715695021937095,0.0,[1.],0.0
24,699246.5,0.5527000000000493,6.806776995739781,17.00502512562814,-3.7196272121958,0.0,[1.],0.0
25,919668.875,0.5522500000000493,6.784067827299993,17.105527638190956,-3.724016316152393,0.0,[1.],0.0
26,1259981.25,0.5518000000000494,6.760032327590432,19.99497487437186,-3.7288086577830675,0.0,[1.],0.0
27,1376725.625,0.5513500000000494,6.735676535630988,16.979899497487438,-3.733837691307946,0.0,[1.],0.0
28,1960699.875,0.5509000000000495,6.711364086115809,17.65829145728643,-3.738957050558892,0.0,[1.],0.0
29,847853.3125,0.5504500000000495,6.687069888091098,16.402010050251256,-3.7441004721895492,0.0,[1.],0.0
30,1584607.0,0.5500000000000496,6.662337253686956,17.733668341708544,-3.749271049031994,0.0,[1.],0.0
31,1611378.5,0.5495500000000496,6.637131760635076,17.78391959798995,-3.754541729537458,0.0,[1.],0.0
32,1016716.6875,0.5491000000000497,6.611663214744366,18.512562814070353,-3.759916322648201,0.0,[1.],0.0
33,1230904.0,0.5486500000000497,6.586101816068003,17.733668341708544,-3.765363177857828,0.0,[1.],0.0
34,2192627.5,0.5482000000000498,6.560515603934727,17.733668341708544,-3.7708594206071826,0.0,[1.],0.0
35,1367234.25,0.5477500000000498,6.53490332353288,16.628140703517587,-3.7763899545828266,0.0,[1.],0.0
36,1187568.5,0.5473000000000499,6.515377776662413,17.733668341708544,-3.7819562521011685,0.0,[1.],0.0
37,688188.25,0.5468500000000499,6.501995980166238,17.733668341708544,-3.786365513665968,0.0,[1.],0.0
38,1051936.5,0.54640000000005,6.491793165333984,16.77889447236181,-3.7897749933897042,0.0,[1.],0.0
39,900264.5,0.54595000000005,6.482507702936982,18.63819095477387,-3.7926020745886637,0.0,[1.],0.0
40,1415514.25,0.5455000000000501,6.473372421672311,16.12562814070352,-3.7951802517490854,0.0,[1.],0.0
41,430438.21875,0.5450500000000501,6.464482167634188,16.07537688442211,-3.7976573450559092,0.0,[1.],0.0
42,917324.625,0.5446000000000502,6.459959678371969,17.733668341708544,-3.800041069777853,0.0,[1.],0.0
43,615568.5,0.5441500000000502,6.460201302944209,17.733668341708544,-3.8016358022566785,0.0,[1.],0.0
44,1070121.375,0.5437000000000503,6.463084273488876,17.733668341708544,-3.802469582679423,0.0,[1.],0.0
45,1411801.375,0.5432500000000503,6.467073234481941,17.733668341708544,-3.802808010480816,0.0,[1.],0.0
46,2166361.5,0.5428000000000504,6.471470665437591,20.698492462311556,-3.802894529899199,0.0,[1.],0.0
47,3246894.0,0.5423500000000504,6.476390078488543,17.733668341708544,-3.802839145869756,0.0,[1.],0.0
48,537355.0625,0.5419000000000505,6.478160833193217,19.366834170854272,-3.802641056212588,0.0,[1.],0.0
49,918003.125,0.5414500000000505,6.476593374113201,17.733668341708544,-3.802933048133139,0.0,[1.],0.0
50,2109536.0,0.5410000000000506,6.474456437579763,18.36180904522613,-3.8036918168097307,0.0,[1.],0.0
